,gameId,playId,nflId,motionSinceLineset,inMotionAtBallSnap,wasRunningRoute,wasTargettedReceiver,down,yardsToGo,offenseFormation,receiverAlignment,pff_passCoverage,absoluteYardlineNumber,y,topOfLine,bottomOfLine,position,Unnamed: 0,safetyTop,safetyBottom
9896,2022091802,2606,54481,False,False,1.0,0,2,9,SINGLEBACK,2x2,Cover-2,58,37.31,33.05,26.59,WR,3351.0,2.0,1.0
9897,2022091802,2835,54481,False,False,1.0,0,1,10,SHOTGUN,2x1,Cover-2,93,33.89,26.98,20.6,WR,3357.0,2.0,1.0
9898,2022091802,2945,54481,False,False,1.0,0,1,10,I_FORM,2x1,Cover-3,43,38.43,33.15,26.79,WR,3361.0,3.0,0.0
9899,2022091802,2995,54481,False,False,1.0,0,3,3,EMPTY,3x2,Cover-0,50,21.55,32.96,26.87,WR,3363.0,1.0,2.0
9900,2022091802,3112,54481,False,False,1.0,0,2,10,EMPTY,3x2,Cover-0,98,18.68,33.26,26.84,WR,3367.0,2.0,2.0
9901,2022091802,3940,54481,False,False,1.0,0,4,4,SHOTGUN,3x1,Cover-1,49,11.83,33.07,26.9,WR,3395.0,3.0,0.0
9902,2022092508,104,54481,False,False,1.0,0,2,10,EMPTY,3x2,Cover-3,70,8.24,26.94,20.43,WR,4480.0,1.0,1.0
9903,2022092508,1130,54481,True,True,1.0,1,1,10,SINGLEBACK,2x2,Quarters,50,15.81,29.89,23.74,WR,4513.0,1.0,1.0
9904,2022092508,1785,54481,False,,1.0,0,1,10,SHOTGUN,2x2,Cover-1,35,35.1,27.3,20.74,WR,4534.0,0.0,2.0
9905,2022092508,1829,54481,False,False,1.0,1,3,10,SHOTGUN,2x2,Cover-3,35,42.23,27.1,20.78,WR,4536.0,1.0,1.0
9906,2022092508,2619,54481,True,True,1.0,0,1,10,SHOTGUN,3x1,Cover-2,21,18.47,26.9,20.74,WR,4559.0,0.0,2.0
9907,2022092508,2643,54481,False,False,1.0,0,2,8,EMPTY,3x2,Cover 6-Left,23,43.53,26.97,20.76,WR,4560.0,1.0,1.0
9908,2022092508,3496,54481,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,34,43.03,27.09,20.83,WR,4588.0,1.0,1.0
9909,2022092508,3518,54481,False,False,1.0,0,3,10,EMPTY,3x2,Quarters,34,35.39,26.82,20.7,WR,4589.0,1.0,1.0
9910,2022100204,265,54481,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-1,47,41.67,33.06,26.86,WR,6963.0,1.0,1.0
9911,2022100204,1243,54481,False,False,1.0,1,3,3,SHOTGUN,3x1,Cover-0,20,31.35,26.44,inf,WR,6996.0,2.0,0.0
9912,2022100204,1767,54481,False,False,1.0,0,2,7,SHOTGUN,2x2,Quarters,82,44.6,32.55,inf,WR,7011.0,2.0,1.0
9913,2022100204,1936,54481,False,False,1.0,0,2,12,EMPTY,3x2,Cover-2,33,10.76,32.86,27.09,WR,7014.0,1.0,1.0
9914,2022100204,2560,54481,True,False,1.0,0,2,8,SHOTGUN,2x2,Cover-3,37,34.85,33.0,27.1,WR,7029.0,1.0,1.0
9915,2022091109,383,44852,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-3,54,31.15,33.0,27.13,WR,694.0,1.0,1.0
9916,2022091109,483,44852,True,True,1.0,1,2,3,SHOTGUN,2x2,Cover-3,107,14.81,27.19,20.79,WR,698.0,0.0,2.0
9917,2022091109,721,44852,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-2,39,16.11,27.28,21.05,WR,705.0,1.0,1.0
9918,2022091109,839,44852,True,True,1.0,1,3,5,EMPTY,3x2,2-Man,55,24.16,32.99,26.76,WR,709.0,1.0,1.0
9919,2022091109,1041,44852,False,False,1.0,0,2,10,SHOTGUN,3x1,Quarters,32,20.68,26.97,23.68,WR,716.0,1.0,1.0
9920,2022091109,1120,44852,True,True,1.0,0,2,6,SHOTGUN,3x1,Red Zone,17,32.3,30.26,24.23,WR,718.0,1.0,1.0
9921,2022091109,1309,44852,False,False,1.0,0,3,11,EMPTY,3x2,Cover-2,83,18.8,32.83,26.75,WR,724.0,1.0,1.0
9922,2022091109,1657,44852,True,True,1.0,1,1,10,SINGLEBACK,2x2,Cover-3,94,20.37,27.18,21.52,WR,734.0,1.0,1.0
9923,2022091109,2245,44852,True,True,1.0,0,1,10,SHOTGUN,2x2,Cover-2,35,24.27,32.96,26.62,WR,750.0,1.0,1.0
9924,2022091109,2678,44852,True,True,1.0,0,3,2,EMPTY,3x2,Cover-1,53,30.48,27.09,20.89,WR,760.0,1.0,1.0
9925,2022091109,3437,44852,True,True,1.0,0,1,10,SINGLEBACK,2x2,Cover-1,85,18.57,26.31,20.68,WR,780.0,0.0,2.0
9926,2022091109,3568,44852,False,False,1.0,0,3,8,EMPTY,3x2,Cover-3,86,36.66,32.92,26.65,WR,784.0,1.0,1.0
9927,2022091109,3909,44852,True,True,1.0,0,1,10,SHOTGUN,2x2,Cover-6 Right,100,39.15,32.88,26.6,WR,790.0,1.0,1.0
9928,2022091109,3938,44852,True,True,1.0,1,2,5,SHOTGUN,2x2,Quarters,95,37.73,32.83,26.37,WR,791.0,1.0,1.0
9929,2022091109,4051,44852,False,False,1.0,0,3,10,SHOTGUN,2x2,2-Man,74,16.04,30.3,24.03,WR,796.0,1.0,1.0
9930,2022091109,4193,44852,True,True,1.0,1,2,8,SHOTGUN,2x2,Cover-1,34,20.29,26.35,20.41,WR,801.0,2.0,0.0
9931,2022091109,4232,44852,False,False,1.0,0,3,8,SHOTGUN,2x2,Cover-1,34,37.31,26.84,20.75,WR,802.0,1.0,1.0
9932,2022091802,174,44852,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-2,78,34.25,26.63,20.53,WR,3274.0,1.0,2.0
9933,2022091802,224,44852,True,True,1.0,0,3,4,SHOTGUN,3x1,Cover-1,72,33.85,26.71,20.62,WR,3276.0,1.0,2.0
9934,2022091802,455,44852,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-1,94,19.28,26.68,20.54,WR,3283.0,1.0,2.0
9935,2022091802,1456,44852,False,False,1.0,1,1,10,SHOTGUN,2x1,Cover-2,37,21.21,33.17,26.7,WR,3315.0,1.0,2.0
9936,2022091802,1480,44852,True,False,1.0,0,2,6,SHOTGUN,2x1,Cover-1,41,26.48,27.12,21.1,WR,3316.0,1.0,2.0
9937,2022091802,1502,44852,True,True,1.0,0,3,6,SHOTGUN,2x2,Cover-2,41,36.47,27.03,20.9,WR,3317.0,1.0,2.0
9938,2022091802,1605,44852,False,False,1.0,0,3,13,SHOTGUN,2x2,Cover-0,47,19.58,33.12,26.97,WR,3320.0,2.0,1.0
9939,2022091802,1732,44852,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-1,30,34.96,27.15,20.95,WR,3324.0,1.0,2.0
9940,2022091802,2001,44852,False,False,1.0,1,1,10,SHOTGUN,2x2,Prevent,56,36.59,30.22,24.07,WR,3331.0,3.0,1.0
9941,2022091802,2085,44852,False,False,1.0,0,2,6,SHOTGUN,2x2,Cover-6 Right,70,19.61,32.88,26.5,WR,3333.0,2.0,1.0
9942,2022091802,2109,44852,True,True,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,30,32.93,32.45,26.68,WR,3334.0,1.0,2.0
9943,2022091802,2135,44852,True,False,1.0,0,2,10,SHOTGUN,2x1,Cover-1,30,27.43,32.46,26.54,WR,3335.0,2.0,1.0
9944,2022091802,2306,44852,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-1,83,41.43,32.58,26.44,WR,3340.0,3.0,0.0
9945,2022091802,2606,44852,True,True,1.0,1,2,9,SINGLEBACK,2x2,Cover-2,58,22.71,33.05,26.59,WR,3351.0,2.0,1.0
9946,2022091802,2835,44852,False,False,1.0,0,1,10,SHOTGUN,2x1,Cover-2,93,43.17,26.98,20.6,WR,3357.0,2.0,1.0
9947,2022091802,2945,44852,False,False,1.0,0,1,10,I_FORM,2x1,Cover-3,43,24.86,33.15,26.79,WR,3361.0,3.0,0.0
9948,2022091802,2995,44852,False,False,1.0,0,3,3,EMPTY,3x2,Cover-0,50,10.9,32.96,26.87,WR,3363.0,1.0,2.0
9949,2022091802,3112,44852,False,False,1.0,0,2,10,EMPTY,3x2,Cover-0,98,17.09,33.26,26.84,WR,3367.0,2.0,2.0
9950,2022091802,3940,44852,False,False,1.0,0,4,4,SHOTGUN,3x1,Cover-1,49,18.34,33.07,26.9,WR,3395.0,3.0,0.0
9951,2022092508,104,44852,False,False,1.0,1,2,10,EMPTY,3x2,Cover-3,70,31.42,26.94,20.43,WR,4480.0,1.0,1.0
9952,2022092508,601,44852,False,False,1.0,1,1,10,SINGLEBACK,3x1,Quarters,84,29.27,26.92,20.9,WR,4495.0,1.0,1.0
9953,2022092508,1130,44852,False,False,1.0,0,1,10,SINGLEBACK,2x2,Quarters,50,34.4,29.89,23.74,WR,4513.0,1.0,1.0
9954,2022092508,1785,44852,True,False,1.0,1,1,10,SHOTGUN,2x2,Cover-1,35,9.11,27.3,20.74,WR,4534.0,0.0,2.0
9955,2022092508,1829,44852,True,False,1.0,0,3,10,SHOTGUN,2x2,Cover-3,35,14.11,27.1,20.78,WR,4536.0,1.0,1.0
9956,2022092508,2619,44852,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-2,21,16.81,26.9,20.74,WR,4559.0,0.0,2.0
9957,2022092508,2643,44852,False,False,1.0,0,2,8,EMPTY,3x2,Cover 6-Left,23,31.48,26.97,20.76,WR,4560.0,1.0,1.0
9958,2022092508,3360,44852,True,False,1.0,1,2,10,SHOTGUN,2x2,Cover-3,57,39.41,32.93,26.65,WR,4584.0,2.0,0.0
9959,2022092508,3496,44852,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,34,35.13,27.09,20.83,WR,4588.0,1.0,1.0
9960,2022092508,3518,44852,False,False,1.0,1,3,10,EMPTY,3x2,Quarters,34,14.34,26.82,20.7,WR,4589.0,1.0,1.0
9961,2022100204,265,44852,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-1,47,20.0,33.06,26.86,WR,6963.0,1.0,1.0
9962,2022100204,1243,44852,False,False,1.0,0,3,3,SHOTGUN,3x1,Cover-0,20,32.94,26.44,inf,WR,6996.0,2.0,0.0
9963,2022100204,1767,44852,False,False,1.0,0,2,7,SHOTGUN,2x2,Quarters,82,18.17,32.55,inf,WR,7011.0,2.0,1.0
9964,2022100204,1936,44852,False,False,1.0,0,2,12,EMPTY,3x2,Cover-2,33,18.13,32.86,27.09,WR,7014.0,1.0,1.0
9965,2022100204,2560,44852,False,False,1.0,1,2,8,SHOTGUN,2x2,Cover-3,37,20.09,33.0,27.1,WR,7029.0,1.0,1.0
9966,2022100204,3468,44852,True,True,1.0,0,1,10,SHOTGUN,2x2,Cover-2,99,26.57,32.61,inf,WR,7053.0,1.0,1.0
9967,2022100204,3769,44852,True,True,1.0,0,4,2,SHOTGUN,3x1,Cover-3 Seam,66,26.8,32.69,inf,WR,7063.0,3.0,0.0
9968,2022100204,3950,44852,False,False,1.0,0,2,5,SHOTGUN,2x2,Cover-2,98,20.33,32.67,inf,WR,7066.0,2.0,1.0
9969,2022100909,1046,44852,False,False,1.0,0,1,10,I_FORM,2x1,Quarters,35,34.16,27.09,20.69,WR,8168.0,1.0,1.0
9970,2022100909,1981,44852,False,False,1.0,0,1,10,SHOTGUN,2x1,Cover-2,26,39.54,32.99,26.52,WR,8196.0,1.0,1.0
9971,2022100909,2047,44852,False,False,1.0,0,3,4,EMPTY,3x2,Cover-2,66,37.97,33.19,27.13,WR,8199.0,2.0,1.0
9972,2022100909,2221,44852,True,False,1.0,0,3,4,SHOTGUN,2x2,Cover-2,70,37.88,32.93,27.02,WR,8205.0,3.0,0.0
9973,2022100909,2364,44852,True,True,1.0,0,1,10,SHOTGUN,2x2,Cover 6-Left,30,18.81,26.82,20.72,WR,8210.0,1.0,1.0
9974,2022100909,2388,44852,False,False,1.0,0,1,10,SHOTGUN,2x1,Cover-3,45,43.61,27.08,20.69,WR,8211.0,1.0,1.0
9975,2022100909,3244,44852,False,,1.0,0,3,9,EMPTY,3x2,Cover-1,83,20.69,32.8,28.52,WR,8236.0,3.0,0.0
9976,2022100909,3643,44852,False,,1.0,0,1,10,EMPTY,3x2,Quarters,62,18.6,33.04,28.45,WR,8248.0,2.0,1.0
9977,2022100909,3757,44852,True,False,1.0,0,2,10,SHOTGUN,2x2,Cover-1,49,39.3,32.89,28.27,WR,8251.0,2.0,1.0
9978,2022100909,3814,44852,True,True,1.0,1,1,15,SHOTGUN,3x1,Cover-2,44,15.55,26.87,22.22,WR,8252.0,1.0,2.0
9979,2022100909,3884,44852,True,True,1.0,1,3,5,SHOTGUN,2x2,Cover-1,34,37.38,32.8,28.49,WR,8254.0,2.0,1.0
9980,2022101300,1066,44852,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-3,87,27.51,26.53,22.09,WR,11069.0,1.0,1.0
9981,2022101300,1297,44852,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,93,15.53,26.5,22.41,WR,11076.0,1.0,1.0
9982,2022101300,1347,44852,True,True,1.0,1,2,7,SHOTGUN,2x2,Cover-2,76,28.19,26.99,22.47,WR,11078.0,1.0,1.0
9983,2022101300,1371,44852,False,False,1.0,0,3,4,EMPTY,3x2,Cover-0,73,22.53,32.12,28.18,WR,11079.0,1.0,1.0
9984,2022101300,1752,44852,True,True,1.0,1,2,6,SHOTGUN,2x2,Cover-6 Right,30,14.92,27.54,23.63,WR,11089.0,1.0,1.0
9985,2022101300,1781,44852,True,True,1.0,0,3,6,SHOTGUN,3x1,Cover-1,30,35.6,27.9,23.74,WR,11090.0,1.0,1.0
9986,2022101300,2631,44852,True,False,1.0,0,1,10,PISTOL,1x1,Cover-3,88,30.07,32.79,27.24,WR,11116.0,1.0,1.0
9987,2022101300,2706,44852,True,True,1.0,1,1,10,SHOTGUN,3x1,Cover-1,100,23.32,32.69,26.89,WR,11119.0,2.0,0.0
9988,2022101300,2793,44852,True,True,1.0,1,3,10,SHOTGUN,2x2,Red Zone,20,34.28,26.49,22.11,WR,11121.0,1.0,1.0
9989,2022101300,3067,44852,False,False,1.0,0,3,6,EMPTY,3x2,Cover-1,73,42.68,26.4,22.33,WR,11128.0,1.0,1.0
9990,2022102306,637,44852,False,False,1.0,0,3,3,EMPTY,3x2,Cover-3,73,21.29,32.78,28.24,WR,11909.0,1.0,1.0
9991,2022102306,1039,44852,False,False,1.0,0,1,10,I_FORM,2x1,Cover-3,64,18.96,33.02,27.07,WR,11920.0,1.0,1.0
9992,2022102306,1186,44852,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-3,29,36.74,28.8,22.87,WR,11924.0,1.0,1.0
9993,2022102306,1231,44852,False,False,1.0,1,1,10,EMPTY,3x2,Cover-6 Right,40,20.26,32.7,26.91,WR,11926.0,1.0,1.0
9994,2022102306,1326,44852,True,True,1.0,0,3,1,PISTOL,2x2,Cover-3,69,34.72,32.9,27.21,WR,11930.0,2.0,0.0
9995,2022102306,1665,44852,False,False,1.0,0,1,10,EMPTY,3x2,Quarters,67,43.78,32.78,26.74,WR,11938.0,1.0,1.0
9996,2022102306,2709,44852,False,False,1.0,0,3,2,SHOTGUN,3x1,Quarters,33,24.19,32.85,26.94,WR,11964.0,1.0,1.0
9997,2022102306,2939,44852,True,True,1.0,0,1,10,SINGLEBACK,2x2,Cover-0,82,20.04,27.03,21.23,WR,11972.0,1.0,1.0
9998,2022102306,3034,44852,False,False,1.0,0,3,7,SHOTGUN,2x2,Cover-0,97,37.04,32.81,27.05,WR,11976.0,1.0,1.0
9999,2022102306,3468,44852,False,False,1.0,1,2,7,SHOTGUN,2x2,Cover-0,17,36.57,32.93,28.42,WR,11990.0,2.0,0.0
10000,2022102306,3492,44852,False,False,1.0,0,3,2,SINGLEBACK,2x2,Cover-0,12,19.85,32.13,28.21,WR,11991.0,1.0,1.0
10001,2022102306,3897,44852,False,False,1.0,0,2,6,EMPTY,3x2,Cover-0,81,43.46,26.55,22.31,WR,12000.0,2.0,0.0
10002,2022103009,877,44852,False,False,1.0,0,1,10,EMPTY,3x2,Cover-1,71,43.73,32.74,26.78,WR,13300.0,1.0,1.0
10003,2022103009,1128,44852,False,False,1.0,1,2,6,SHOTGUN,2x1,Cover-1,96,37.62,32.82,26.92,WR,13309.0,1.0,1.0
10004,2022103009,1176,44852,False,,1.0,1,2,14,EMPTY,3x2,Cover-3,80,16.7,26.7,20.74,WR,13311.0,1.0,1.0
10005,2022103009,1560,44852,False,False,1.0,0,3,1,SHOTGUN,2x2,Cover-3,68,18.0,29.64,23.95,WR,13324.0,1.0,1.0
10006,2022103009,2836,44852,False,False,1.0,0,1,10,EMPTY,3x2,Cover-3,92,21.71,32.84,26.97,WR,13360.0,1.0,1.0
10007,2022103009,2935,44852,False,,1.0,0,3,13,EMPTY,4x1,Cover-2,65,34.72,26.64,20.9,WR,13364.0,1.0,1.0
10008,2022110607,1439,44852,False,False,1.0,0,1,10,EMPTY,3x2,Cover-3 Seam,62,14.19,27.28,21.33,WR,15117.0,1.0,1.0
10009,2022110607,1608,44852,False,False,1.0,0,2,10,SHOTGUN,2x2,Cover-6 Right,84,9.74,32.84,26.92,WR,15122.0,1.0,1.0
10010,2022110607,1630,44852,False,False,1.0,1,3,10,SHOTGUN,2x2,Cover 6-Left,84,37.02,32.79,26.95,WR,15123.0,1.0,1.0
10011,2022110607,1940,44852,False,False,1.0,1,2,7,SHOTGUN,2x2,Cover-6 Right,61,16.12,27.27,21.33,WR,15131.0,1.0,1.0
10012,2022110607,2578,44852,True,True,1.0,1,3,2,EMPTY,3x2,Cover-3,40,21.54,30.4,24.68,WR,15152.0,1.0,1.0
10013,2022110607,2827,44852,True,True,1.0,0,2,5,SINGLEBACK,3x1,Cover-1,16,33.93,32.22,26.74,WR,15159.0,1.0,1.0
10014,2022091109,383,53553,False,False,1.0,0,1,10,SINGLEBACK,3x1,Cover-3,54,25.67,33.0,27.13,TE,694.0,1.0,1.0
10015,2022091109,1096,53553,True,False,1.0,0,1,10,SINGLEBACK,3x1,Red Zone,21,29.51,26.53,20.3,TE,717.0,1.0,1.0
10016,2022091109,1120,53553,False,False,1.0,0,2,6,SHOTGUN,3x1,Red Zone,17,30.72,30.26,24.23,TE,718.0,1.0,1.0
10017,2022091109,1657,53553,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,94,19.77,27.18,21.52,TE,734.0,1.0,1.0
10018,2022091109,2678,53553,False,False,1.0,1,3,2,EMPTY,3x2,Cover-1,53,32.38,27.09,20.89,TE,760.0,1.0,1.0
10019,2022091109,4193,53553,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-1,34,27.88,26.35,20.41,TE,801.0,2.0,0.0
10020,2022091802,2306,53553,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-1,83,33.98,32.58,26.44,TE,3340.0,3.0,0.0
10021,2022091802,2945,53553,True,False,1.0,1,1,10,I_FORM,2x1,Cover-3,43,32.04,33.15,26.79,TE,3361.0,3.0,0.0
10022,2022091802,3940,53553,True,False,1.0,0,4,4,SHOTGUN,3x1,Cover-1,49,25.79,33.07,26.9,TE,3395.0,3.0,0.0
10023,2022100204,1243,53553,True,False,1.0,0,3,3,SHOTGUN,3x1,Cover-0,20,28.02,26.44,inf,TE,6996.0,2.0,0.0
10024,2022100204,3159,53553,False,,1.0,0,2,5,SHOTGUN,2x2,Cover-1,35,33.91,32.57,inf,TE,7044.0,1.0,1.0
10025,2022100204,3769,53553,False,False,1.0,0,4,2,SHOTGUN,3x1,Cover-3 Seam,66,36.03,32.69,inf,TE,7063.0,3.0,0.0
10026,2022100909,1340,53553,True,False,1.0,0,2,5,EMPTY,3x2,Cover-3,23,16.98,26.93,20.74,TE,8176.0,1.0,1.0
10027,2022100909,3884,53553,False,,1.0,0,3,5,SHOTGUN,2x2,Cover-1,34,37.61,32.8,28.49,TE,8254.0,2.0,1.0
10028,2022102306,2989,53553,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-0,94,28.47,26.95,21.03,TE,11974.0,1.0,1.0
10029,2022102306,3418,53553,False,False,1.0,0,2,9,SHOTGUN,2x2,Cover-0,29,28.53,26.74,22.28,TE,11988.0,1.0,1.0
10030,2022102306,3468,53553,True,True,1.0,0,2,7,SHOTGUN,2x2,Cover-0,17,33.89,32.93,28.42,TE,11990.0,2.0,0.0
10031,2022102306,3492,53553,False,False,1.0,0,3,2,SINGLEBACK,2x2,Cover-0,12,33.64,32.13,28.21,TE,11991.0,1.0,1.0
10032,2022103009,462,53553,False,False,1.0,0,1,10,SINGLEBACK,3x1,Cover-1,69,19.66,26.55,21.42,TE,13285.0,1.0,1.0
10033,2022110607,853,53553,True,True,1.0,0,1,10,I_FORM,2x1,Cover-3,49,20.83,26.86,20.83,TE,15098.0,1.0,1.0
10034,2022091109,383,54846,False,False,1.0,1,1,10,SINGLEBACK,3x1,Cover-3,54,34.53,33.0,27.13,TE,694.0,1.0,1.0
10035,2022092508,3496,54846,True,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,34,28.11,27.09,20.83,TE,4588.0,1.0,1.0
10036,2022100204,2560,54846,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-3,37,25.29,33.0,27.1,TE,7029.0,1.0,1.0
10037,2022100204,3159,54846,False,,1.0,0,2,5,SHOTGUN,2x2,Cover-1,35,35.33,32.57,inf,TE,7044.0,1.0,1.0
10038,2022100909,1340,54846,True,False,1.0,0,2,5,EMPTY,3x2,Cover-3,23,6.36,26.93,20.74,TE,8176.0,1.0,1.0
10039,2022101300,1297,54846,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,93,32.99,26.5,22.41,TE,11076.0,1.0,1.0
10040,2022101300,2631,54846,False,False,1.0,0,1,10,PISTOL,1x1,Cover-3,88,27.29,32.79,27.24,TE,11116.0,1.0,1.0
10041,2022102306,1039,54846,True,False,1.0,0,1,10,I_FORM,2x1,Cover-3,64,28.17,33.02,27.07,TE,11920.0,1.0,1.0
10042,2022102306,2709,54846,False,False,1.0,1,3,2,SHOTGUN,3x1,Quarters,33,22.11,32.85,26.94,TE,11964.0,1.0,1.0
10043,2022102306,2989,54846,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-0,94,29.71,26.95,21.03,TE,11974.0,1.0,1.0
10044,2022102306,3034,54846,True,True,1.0,0,3,7,SHOTGUN,2x2,Cover-0,97,25.22,32.81,27.05,TE,11976.0,1.0,1.0
10045,2022102306,3418,54846,True,False,1.0,0,2,9,SHOTGUN,2x2,Cover-0,29,19.23,26.74,22.28,TE,11988.0,1.0,1.0
10046,2022102306,3897,54846,False,False,1.0,0,2,6,EMPTY,3x2,Cover-0,81,36.58,26.55,22.31,TE,12000.0,2.0,0.0
10047,2022102306,3921,54846,True,True,1.0,1,1,10,I_FORM,2x1,Cover-0,67,26.38,26.94,22.45,TE,12001.0,1.0,1.0
10048,2022103009,462,54846,True,False,1.0,0,1,10,SINGLEBACK,3x1,Cover-1,69,29.36,26.55,21.42,TE,13285.0,1.0,1.0
10049,2022103009,877,54846,False,,1.0,0,1,10,EMPTY,3x2,Cover-1,71,22.81,32.74,26.78,TE,13300.0,1.0,1.0
10050,2022103009,1128,54846,True,False,1.0,0,2,6,SHOTGUN,2x1,Cover-1,96,31.55,32.82,26.92,TE,13309.0,1.0,1.0
10051,2022103009,1152,54846,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,76,19.19,26.35,20.63,TE,13310.0,1.0,1.0
10052,2022103009,1560,54846,True,False,1.0,0,3,1,SHOTGUN,2x2,Cover-3,68,31.87,29.64,23.95,TE,13324.0,1.0,1.0
10053,2022103009,2935,54846,False,,1.0,0,3,13,EMPTY,4x1,Cover-2,65,18.75,26.64,20.9,TE,13364.0,1.0,1.0
10054,2022110607,2409,54846,True,False,1.0,0,4,1,SINGLEBACK,3x1,Quarters,72,21.4,30.87,26.78,TE,15146.0,1.0,1.0
10055,2022091109,611,52708,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-3,73,27.59,26.53,20.69,RB,702.0,1.0,1.0
10056,2022100209,962,52708,True,False,1.0,1,2,10,SINGLEBACK,2x2,Cover-3,69,37.61,32.27,26.61,RB,6467.0,2.0,0.0
10057,2022100209,2452,52708,True,True,1.0,1,2,8,SINGLEBACK,3x1,Cover-3,65,26.76,26.25,20.6,RB,6510.0,1.0,1.0
10058,2022101603,1127,52708,False,False,1.0,0,1,10,EMPTY,3x2,Quarters,40,10.6,32.83,26.87,RB,10586.0,1.0,1.0
10059,2022101603,3458,52708,True,True,1.0,0,2,12,SHOTGUN,3x1,Cover-3,91,31.79,32.89,26.9,RB,10652.0,1.0,1.0
10060,2022103000,858,52708,False,False,1.0,1,2,9,SHOTGUN,2x2,Cover-3,51,29.69,30.48,24.61,RB,14359.0,1.0,1.0
10061,2022103000,893,52708,False,False,1.0,0,1,10,SHOTGUN,2x2,Quarters,38,32.35,32.69,26.64,RB,14360.0,1.0,1.0
10062,2022103000,1337,52708,False,False,1.0,0,3,11,SHOTGUN,3x1,Quarters,85,27.52,33.17,26.89,RB,14372.0,1.0,1.0
10063,2022103000,2390,52708,True,True,1.0,1,1,10,PISTOL,2x2,Cover 6-Left,69,30.4,33.0,26.9,RB,14403.0,1.0,1.0
10064,2022103000,2858,52708,True,False,1.0,0,3,8,SHOTGUN,3x1,Cover-3,54,22.02,27.11,21.11,RB,14418.0,1.0,1.0
10065,2022103000,3317,52708,False,False,1.0,1,1,10,SINGLEBACK,2x2,Cover-3,66,23.96,26.83,20.95,RB,14430.0,1.0,1.0
10066,2022110604,194,52708,False,False,1.0,0,3,3,SHOTGUN,3x1,Cover-2,47,32.52,33.31,27.05,RB,15421.0,1.0,2.0
10067,2022110604,2559,52708,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-3,56,31.92,33.01,26.69,RB,15493.0,1.0,1.0
10068,2022110604,3340,52708,True,True,1.0,0,1,10,EMPTY,3x2,Cover-3,44,24.22,33.28,27.08,RB,15517.0,1.0,2.0
10069,2022091109,839,43722,True,False,1.0,0,3,5,EMPTY,3x2,2-Man,55,38.59,32.99,26.76,RB,709.0,1.0,1.0
10070,2022091109,1041,43722,True,False,1.0,0,2,10,SHOTGUN,3x1,Quarters,32,42.65,26.97,23.68,RB,716.0,1.0,1.0
10071,2022091109,1309,43722,True,False,1.0,1,3,11,EMPTY,3x2,Cover-2,83,35.57,32.83,26.75,RB,724.0,1.0,1.0
10072,2022091109,2678,43722,True,False,1.0,0,3,2,EMPTY,3x2,Cover-1,53,14.76,27.09,20.89,RB,760.0,1.0,1.0
10073,2022091109,3568,43722,True,False,1.0,0,3,8,EMPTY,3x2,Cover-3,86,11.01,32.92,26.65,RB,784.0,1.0,1.0
10074,2022091109,4051,43722,False,False,1.0,0,3,10,SHOTGUN,2x2,2-Man,74,29.52,30.3,24.03,RB,796.0,1.0,1.0
10075,2022091802,224,43722,False,False,1.0,0,3,4,SHOTGUN,3x1,Cover-1,72,21.16,26.71,20.62,RB,3276.0,1.0,2.0
10076,2022091802,1732,43722,False,False,1.0,1,1,10,SHOTGUN,2x2,Cover-1,30,26.17,27.15,20.95,RB,3324.0,1.0,2.0
10077,2022091802,2135,43722,False,False,1.0,0,2,10,SHOTGUN,2x1,Cover-1,30,32.52,32.46,26.54,RB,3335.0,2.0,1.0
10078,2022091802,2606,43722,False,False,1.0,0,2,9,SINGLEBACK,2x2,Cover-2,58,29.66,33.05,26.59,RB,3351.0,2.0,1.0
10079,2022091802,2995,43722,True,True,1.0,0,3,3,EMPTY,3x2,Cover-0,50,36.07,32.96,26.87,RB,3363.0,1.0,2.0
